epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,103.161,2.90168,4.91517,2.67015,0.00118,0.35385,0.00219,0.00063,3.03161,5.62149,2.76393,0.00026,0.00026,0.00026
2,207.134,2.79683,4.47792,2.34592,0.00138,0.41538,0.00469,0.00116,2.95888,5.375,2.66277,0.0002727,0.0002727,0.0002727
