epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,93.4761,2.90168,4.91517,2.67015,0.00119,0.35714,0.00214,0.00062,2.98973,5.67346,2.74356,0.00026,0.00026,0.00026
